,Text,Scope,Pred_Scope,Result
501,Mastering Python programming for beginners,0,0.0,Pass
502,The history of Python programming for reporting,1,1.0,Pass
503,Steps to optimize Excel functions in practice,0,0.0,Pass
504,Concept of Excel functions in business,1,1.0,Pass
505,How to manage Machine learning models for reporting,0,0.0,Pass
506,Setting up Python programming for reporting,0,0.0,Pass
507,Tutorial on database management for beginners,0,0.0,Pass
508,The evolution of web development in practice,1,1.0,Pass
509,Introduction to cloud services for beginners,1,1.0,Pass
510,How to manage cloud services in business,0,0.0,Pass
511,Exploring Machine learning models for automation,1,1.0,Pass
512,The history of SQL queries for reporting,1,1.0,Pass
513,The history of Machine learning models in finance,1,1.0,Pass
514,Introduction to Data analysis in business,1,1.0,Pass
515,How to manage web development in practice,0,0.0,Pass
516,Tutorial on Excel functions for data processing,0,0.0,Pass
517,Concept of web development for data processing,1,1.0,Pass
518,Overview of Python programming in finance,1,1.0,Pass
519,Concept of web development in practice,1,1.0,Pass
520,Setting up Python programming for automation,0,0.0,Pass
521,How to manage Python programming in finance,0,0.0,Pass
522,Steps to optimize Machine learning models in finance,0,0.0,Pass
523,Overview of web development for data processing,1,1.0,Pass
524,Steps to optimize Machine learning models for data processing,0,0.0,Pass
525,Guide to using SQL queries in business,0,0.0,Pass
526,The evolution of database management in practice,1,1.0,Pass
527,Steps to optimize Excel functions for beginners,0,0.0,Pass
528,How to manage Excel functions for reporting,0,0.0,Pass
529,Mastering SQL queries for reporting,0,0.0,Pass
530,Setting up cloud services for beginners,0,0.0,Pass
531,Exploring Data analysis for automation,1,1.0,Pass
532,How to manage database management for AI development,0,0.0,Pass
533,Best practices for database management for automation,0,0.0,Pass
534,Steps to optimize Excel functions for AI development,0,0.0,Pass
535,Exploring Data analysis in practice,1,1.0,Pass
536,Guide to using Data analysis in business,0,0.0,Pass
537,How to manage Excel functions in finance,0,0.0,Pass
538,The history of Python programming in business,1,1.0,Pass
539,How to manage web development for data processing,0,0.0,Pass
540,How to manage Excel functions for data processing,0,0.0,Pass
541,Best practices for Excel functions in practice,0,0.0,Pass
542,Guide to using web development in finance,0,0.0,Pass
543,Understanding web development in finance,0,0.0,Pass
544,Setting up Python programming in finance,0,0.0,Pass
545,Background on web development for automation,1,1.0,Pass
546,Exploring SQL queries for automation,1,1.0,Pass
547,The history of Data analysis for AI development,1,1.0,Pass
548,How to manage cloud services in practice,0,0.0,Pass
549,Overview of cloud services in finance,1,1.0,Pass
550,Best practices for database management for beginners,0,0.0,Pass
551,Steps to optimize Data analysis for automation,0,0.0,Pass
552,Overview of cloud services for data processing,1,1.0,Pass
553,Mastering Python programming in practice,0,0.0,Pass
554,Steps to optimize database management in practice,0,0.0,Pass
555,Guide to using web development in finance,0,0.0,Pass
556,Steps to optimize database management in practice,0,0.0,Pass
557,Background on Machine learning models for automation,1,1.0,Pass
558,Steps to optimize cloud services in business,0,0.0,Pass
559,Background on web development in practice,1,1.0,Pass
560,Guide to using database management for beginners,0,0.0,Pass
561,Tutorial on database management for data processing,0,0.0,Pass
562,How to manage Python programming in finance,0,0.0,Pass
563,Guide to using Data analysis for data processing,0,0.0,Pass
564,Guide to using Data analysis in business,0,0.0,Pass
565,The history of cloud services for data processing,1,1.0,Pass
566,Exploring Machine learning models for beginners,1,1.0,Pass
567,Steps to optimize SQL queries for reporting,0,0.0,Pass
568,How to manage SQL queries in finance,0,0.0,Pass
569,Mastering database management for AI development,0,0.0,Pass
570,Guide to using Machine learning models for reporting,0,0.0,Pass
571,What is SQL queries in business,1,1.0,Pass
572,Best practices for database management for reporting,0,0.0,Pass
573,How to manage SQL queries for beginners,0,0.0,Pass
574,Steps to optimize Machine learning models in finance,0,0.0,Pass
575,Exploring Machine learning models in practice,1,1.0,Pass
576,Concept of SQL queries for beginners,1,1.0,Pass
577,Steps to optimize Data analysis for data processing,0,0.0,Pass
578,The evolution of cloud services for AI development,1,1.0,Pass
579,Setting up Data analysis in business,0,0.0,Pass
580,Mastering SQL queries for AI development,0,0.0,Pass
581,Exploring cloud services in practice,1,1.0,Pass
582,Overview of Machine learning models for beginners,1,1.0,Pass
583,Setting up Excel functions for reporting,0,0.0,Pass
584,Best practices for Python programming in business,0,0.0,Pass
585,Best practices for web development in practice,0,0.0,Pass
586,How to manage Python programming in practice,0,0.0,Pass
587,Overview of Python programming for data processing,1,1.0,Pass
588,What is cloud services for AI development,1,1.0,Pass
589,Introduction to Excel functions for reporting,1,1.0,Pass
590,Steps to optimize Excel functions for reporting,0,0.0,Pass
591,Exploring database management in practice,1,1.0,Pass
592,How to manage web development for data processing,0,0.0,Pass
593,Best practices for Data analysis for reporting,0,0.0,Pass
594,Steps to optimize database management for automation,0,0.0,Pass
595,Understanding cloud services in business,0,0.0,Pass
596,Introduction to SQL queries for automation,1,1.0,Pass
597,Tutorial on Data analysis in business,0,0.0,Pass
598,The evolution of Data analysis in practice,1,1.0,Pass
599,Tutorial on SQL queries in finance,0,0.0,Pass
600,Understanding Python programming for automation,0,0.0,Pass
601,Overview of web development for reporting,1,1.0,Pass
602,Exploring database management for automation,1,1.0,Pass
603,Guide to using SQL queries for data processing,0,0.0,Pass
604,Guide to using web development in practice,0,0.0,Pass
605,The evolution of database management in practice,1,1.0,Pass
606,Concept of cloud services in finance,1,1.0,Pass
607,Concept of Excel functions in practice,1,1.0,Pass
608,Best practices for Data analysis for data processing,0,0.0,Pass
609,Setting up database management for automation,0,0.0,Pass
610,Exploring database management for automation,1,1.0,Pass
611,Setting up Python programming in finance,0,0.0,Pass
612,What is web development in business,1,1.0,Pass
613,Understanding Excel functions for automation,0,0.0,Pass
614,Best practices for Excel functions for reporting,0,0.0,Pass
615,Overview of Machine learning models in practice,1,1.0,Pass
616,Introduction to web development in finance,1,1.0,Pass
617,Steps to optimize Excel functions for automation,0,0.0,Pass
618,Best practices for SQL queries in practice,0,0.0,Pass
619,Setting up database management for reporting,0,0.0,Pass
620,Tutorial on Machine learning models for AI development,0,0.0,Pass
621,Overview of Machine learning models for automation,1,1.0,Pass
622,Understanding web development in business,0,0.0,Pass
623,Tutorial on database management in practice,0,0.0,Pass
624,Understanding database management for data processing,0,0.0,Pass
625,Background on web development in practice,1,1.0,Pass
626,The evolution of Python programming for data processing,1,1.0,Pass
627,Background on Data analysis for AI development,1,1.0,Pass
628,How to manage Machine learning models in practice,0,0.0,Pass
629,Guide to using Machine learning models in business,0,0.0,Pass
630,What is SQL queries in finance,1,1.0,Pass
631,How to manage database management in finance,0,0.0,Pass
632,Background on Python programming for automation,1,1.0,Pass
633,Background on Excel functions in finance,1,1.0,Pass
634,Guide to using Python programming for data processing,0,0.0,Pass
635,Tutorial on Python programming in practice,0,0.0,Pass
636,The history of Python programming for reporting,1,1.0,Pass
637,Understanding Machine learning models for AI development,0,0.0,Pass
638,Concept of Python programming for beginners,1,1.0,Pass
639,Guide to using web development in business,0,0.0,Pass
640,Background on Data analysis for data processing,1,1.0,Pass
641,The history of SQL queries for automation,1,1.0,Pass
642,Exploring Data analysis for AI development,1,1.0,Pass
643,Mastering web development in practice,0,0.0,Pass
644,Background on Python programming for AI development,1,1.0,Pass
645,Steps to optimize Python programming for automation,0,0.0,Pass
646,The history of Data analysis in finance,1,1.0,Pass
647,How to manage web development for automation,0,0.0,Pass
648,Introduction to Machine learning models for data processing,1,1.0,Pass
649,Tutorial on web development in practice,0,0.0,Pass
650,Setting up cloud services for reporting,0,0.0,Pass
651,Overview of Machine learning models for data processing,1,1.0,Pass
652,Best practices for database management for data processing,0,0.0,Pass
653,The history of Data analysis in finance,1,1.0,Pass
654,The history of SQL queries for beginners,1,1.0,Pass
655,The history of database management for reporting,1,1.0,Pass
656,Concept of Data analysis for data processing,1,1.0,Pass
657,The history of SQL queries for data processing,1,1.0,Pass
658,Introduction to Excel functions for automation,1,1.0,Pass
659,What is SQL queries for beginners,1,1.0,Pass
660,Tutorial on database management in practice,0,0.0,Pass
661,Exploring web development in practice,1,1.0,Pass
662,Mastering Python programming in finance,0,0.0,Pass
663,Concept of cloud services in finance,1,1.0,Pass
664,Exploring cloud services for beginners,1,1.0,Pass
665,Tutorial on SQL queries in business,0,0.0,Pass
666,Setting up web development for AI development,0,0.0,Pass
667,Steps to optimize Machine learning models for reporting,0,0.0,Pass
668,Best practices for Machine learning models for beginners,0,0.0,Pass
669,Introduction to Excel functions in practice,1,1.0,Pass
670,The evolution of database management for automation,1,1.0,Pass
671,Tutorial on Machine learning models in finance,0,0.0,Pass
672,Exploring database management for beginners,1,1.0,Pass
673,Introduction to Python programming in practice,1,1.0,Pass
674,Steps to optimize web development for AI development,0,0.0,Pass
675,Setting up Machine learning models for AI development,0,0.0,Pass
676,Introduction to Machine learning models in business,1,1.0,Pass
677,Steps to optimize database management for reporting,0,0.0,Pass
678,Understanding cloud services in practice,0,0.0,Pass
679,Steps to optimize database management in business,0,0.0,Pass
680,Best practices for Data analysis for automation,0,0.0,Pass
681,The history of web development in finance,1,1.0,Pass
682,Concept of Data analysis in business,1,1.0,Pass
683,The history of Excel functions for reporting,1,1.0,Pass
684,Guide to using cloud services for automation,0,0.0,Pass
685,Concept of cloud services for reporting,1,1.0,Pass
686,Steps to optimize Excel functions for data processing,0,0.0,Pass
687,Background on cloud services for reporting,1,1.0,Pass
688,Understanding Machine learning models for beginners,0,0.0,Pass
689,Exploring Python programming in finance,1,1.0,Pass
690,Background on web development for data processing,1,1.0,Pass
691,Introduction to web development in business,1,1.0,Pass
692,Mastering web development for reporting,0,0.0,Pass
693,Guide to using web development for reporting,0,0.0,Pass
694,How to manage Data analysis for data processing,0,0.0,Pass
695,Tutorial on Data analysis for reporting,0,0.0,Pass
696,The history of cloud services for reporting,1,1.0,Pass
697,Concept of web development in business,1,1.0,Pass
698,Understanding web development for automation,0,0.0,Pass
699,What is web development for AI development,1,1.0,Pass
700,Setting up cloud services in practice,0,0.0,Pass
701,Background on web development for data processing,1,1.0,Pass
702,Exploring Excel functions in finance,1,1.0,Pass
703,Introduction to Excel functions in business,1,1.0,Pass
704,Concept of web development for automation,1,1.0,Pass
705,Introduction to SQL queries for automation,1,1.0,Pass
706,Exploring SQL queries in business,1,1.0,Pass
707,Guide to using SQL queries for reporting,0,0.0,Pass
708,Best practices for cloud services for reporting,0,0.0,Pass
709,What is Machine learning models for automation,1,1.0,Pass
710,Tutorial on Python programming in finance,0,0.0,Pass
711,Guide to using Data analysis in business,0,0.0,Pass
712,Understanding Excel functions in practice,0,0.0,Pass
713,Concept of web development in business,1,1.0,Pass
714,Concept of Excel functions in practice,1,1.0,Pass
715,The history of cloud services for automation,1,1.0,Pass
716,Background on Python programming in finance,1,1.0,Pass
717,Guide to using Data analysis in finance,0,0.0,Pass
718,Background on Data analysis in practice,1,1.0,Pass
719,Setting up Machine learning models for automation,0,0.0,Pass
720,Introduction to web development in business,1,1.0,Pass
721,Concept of Excel functions in business,1,1.0,Pass
722,How to manage cloud services in business,0,0.0,Pass
723,The evolution of database management for reporting,1,1.0,Pass
724,Guide to using web development in practice,0,0.0,Pass
725,Exploring Python programming in practice,1,1.0,Pass
726,Tutorial on SQL queries in practice,0,0.0,Pass
727,The evolution of web development for reporting,1,1.0,Pass
728,Tutorial on database management for beginners,0,0.0,Pass
729,Tutorial on SQL queries in business,0,0.0,Pass
730,Understanding Excel functions in practice,0,0.0,Pass
731,Steps to optimize Excel functions for reporting,0,0.0,Pass
732,Introduction to Data analysis for data processing,1,1.0,Pass
733,Steps to optimize Python programming for data processing,0,0.0,Pass
734,Steps to optimize Python programming in business,0,0.0,Pass
735,How to manage Data analysis for AI development,0,0.0,Pass
736,Mastering Machine learning models for beginners,0,0.0,Pass
737,Setting up SQL queries for AI development,0,0.0,Pass
738,What is SQL queries in finance,1,1.0,Pass
739,Guide to using database management in business,0,0.0,Pass
740,Setting up Excel functions for data processing,0,0.0,Pass
741,The history of Python programming in practice,1,1.0,Pass
742,Understanding SQL queries for data processing,0,0.0,Pass
743,Tutorial on database management for beginners,0,0.0,Pass
744,Tutorial on cloud services in practice,0,0.0,Pass
745,Mastering Machine learning models for automation,0,0.0,Pass
746,Exploring Machine learning models in business,1,1.0,Pass
747,Overview of database management in business,1,1.0,Pass
748,Exploring cloud services for AI development,1,1.0,Pass
749,What is database management in finance,1,1.0,Pass
750,Introduction to Machine learning models in business,1,1.0,Pass
751,The evolution of Python programming for AI development,1,1.0,Pass
752,Background on database management in business,1,1.0,Pass
753,Steps to optimize Machine learning models for reporting,0,0.0,Pass
754,Steps to optimize Excel functions for beginners,0,0.0,Pass
755,The evolution of SQL queries for reporting,1,1.0,Pass
756,Setting up SQL queries for data processing,0,0.0,Pass
757,Understanding database management for AI development,0,0.0,Pass
758,The history of web development in finance,1,1.0,Pass
759,Guide to using cloud services in practice,0,0.0,Pass
760,The evolution of Excel functions in practice,1,1.0,Pass
761,Tutorial on cloud services in finance,0,0.0,Pass
762,Background on cloud services in finance,1,1.0,Pass
763,Introduction to cloud services for beginners,1,1.0,Pass
764,Exploring web development for data processing,1,1.0,Pass
765,Setting up Data analysis for data processing,0,0.0,Pass
766,What is Python programming for automation,1,1.0,Pass
767,Overview of Excel functions in finance,1,1.0,Pass
768,Concept of Python programming in business,1,1.0,Pass
769,Best practices for SQL queries in practice,0,0.0,Pass
770,The evolution of cloud services for automation,1,1.0,Pass
771,Guide to using Data analysis for beginners,0,0.0,Pass
772,Mastering web development for data processing,0,0.0,Pass
773,Best practices for Data analysis in business,0,0.0,Pass
774,Understanding Excel functions in business,0,0.0,Pass
775,Introduction to database management for data processing,1,1.0,Pass
776,Best practices for Data analysis in business,0,0.0,Pass
777,How to manage web development in finance,0,0.0,Pass
778,Guide to using Excel functions in practice,0,0.0,Pass
779,How to manage SQL queries for data processing,0,0.0,Pass
780,How to manage Python programming in finance,0,0.0,Pass
781,Understanding SQL queries for automation,0,0.0,Pass
782,How to manage Python programming in practice,0,0.0,Pass
783,Concept of Excel functions for data processing,1,1.0,Pass
784,Introduction to cloud services in practice,1,1.0,Pass
785,Introduction to SQL queries for AI development,1,1.0,Pass
786,Exploring Excel functions for automation,1,1.0,Pass
787,Overview of SQL queries for beginners,1,1.0,Pass
788,Setting up Machine learning models for data processing,0,0.0,Pass
789,Understanding Machine learning models for data processing,0,0.0,Pass
790,Exploring web development in business,1,1.0,Pass
791,Mastering database management in finance,0,0.0,Pass
792,Understanding Machine learning models for reporting,0,0.0,Pass
793,Overview of SQL queries for beginners,1,1.0,Pass
794,How to manage Python programming for automation,0,0.0,Pass
795,The history of database management for reporting,1,1.0,Pass
796,Mastering SQL queries for automation,0,0.0,Pass
797,Best practices for Python programming for automation,0,0.0,Pass
798,Steps to optimize Excel functions for data processing,0,0.0,Pass
799,The history of web development for data processing,1,1.0,Pass
800,Mastering database management for reporting,0,0.0,Pass
801,Tutorial on Data analysis in business,0,0.0,Pass
802,The evolution of database management in business,1,1.0,Pass
803,Understanding Python programming in finance,0,0.0,Pass
804,Exploring Machine learning models for beginners,1,1.0,Pass
805,Guide to using Machine learning models for beginners,0,0.0,Pass
806,Overview of cloud services for AI development,1,1.0,Pass
807,Tutorial on SQL queries in business,0,0.0,Pass
808,How to manage cloud services for data processing,0,0.0,Pass
809,Setting up cloud services for AI development,0,0.0,Pass
810,The evolution of web development for reporting,1,1.0,Pass
811,Understanding web development for beginners,0,0.0,Pass
812,Introduction to Machine learning models in finance,1,1.0,Pass
813,Best practices for Machine learning models for beginners,0,0.0,Pass
814,Background on Data analysis for beginners,1,1.0,Pass
815,Exploring database management in finance,1,1.0,Pass
816,Exploring database management in finance,1,1.0,Pass
817,What is Data analysis in finance,1,1.0,Pass
818,Best practices for SQL queries in business,0,0.0,Pass
819,Tutorial on cloud services in business,0,0.0,Pass
820,Background on cloud services for AI development,1,1.0,Pass
821,How to manage SQL queries for data processing,0,0.0,Pass
822,Exploring Machine learning models in practice,1,1.0,Pass
823,Background on database management in practice,1,1.0,Pass
824,Understanding SQL queries for data processing,0,0.0,Pass
825,Concept of web development in practice,1,1.0,Pass
826,The evolution of Data analysis for reporting,1,1.0,Pass
827,Tutorial on Machine learning models for AI development,0,0.0,Pass
828,The history of cloud services for AI development,1,1.0,Pass
829,Guide to using Machine learning models for reporting,0,0.0,Pass
830,Mastering Excel functions for AI development,0,0.0,Pass
831,Steps to optimize SQL queries for automation,0,0.0,Pass
832,Mastering cloud services in business,0,0.0,Pass
833,Concept of Python programming for automation,1,1.0,Pass
834,The evolution of database management for AI development,1,1.0,Pass
835,Background on web development for automation,1,1.0,Pass
836,Background on Excel functions for automation,1,1.0,Pass
837,Steps to optimize database management in finance,0,0.0,Pass
838,The history of Python programming in practice,1,1.0,Pass
839,Background on cloud services for reporting,1,1.0,Pass
840,Introduction to Excel functions for reporting,1,1.0,Pass
841,Steps to optimize Python programming in business,0,0.0,Pass
842,How to manage Python programming for automation,0,0.0,Pass
843,Introduction to web development in finance,1,1.0,Pass
844,Mastering web development for AI development,0,0.0,Pass
845,Exploring Machine learning models in practice,1,1.0,Pass
846,What is Python programming for automation,1,1.0,Pass
847,Mastering cloud services for automation,0,0.0,Pass
848,Understanding SQL queries in practice,0,0.0,Pass
849,Tutorial on Data analysis in practice,0,0.0,Pass
850,Guide to using SQL queries for AI development,0,0.0,Pass
851,The history of cloud services for data processing,1,1.0,Pass
852,The evolution of Excel functions in finance,1,1.0,Pass
853,Background on SQL queries in finance,1,1.0,Pass
854,Guide to using cloud services in business,0,0.0,Pass
855,Steps to optimize SQL queries in practice,0,0.0,Pass
856,Tutorial on Excel functions in finance,0,0.0,Pass
857,Guide to using cloud services for AI development,0,0.0,Pass
858,Background on Excel functions for beginners,1,1.0,Pass
859,Exploring database management in business,1,1.0,Pass
860,Understanding Machine learning models for data processing,0,0.0,Pass
861,The evolution of Data analysis in business,1,1.0,Pass
862,The history of SQL queries for reporting,1,1.0,Pass
863,Exploring Data analysis for AI development,1,1.0,Pass
864,What is Machine learning models in finance,1,1.0,Pass
865,Mastering Data analysis for automation,0,0.0,Pass
866,Tutorial on Python programming in practice,0,0.0,Pass
867,Setting up database management for AI development,0,0.0,Pass
868,The history of SQL queries for reporting,1,1.0,Pass
869,The history of Machine learning models for beginners,1,1.0,Pass
870,Overview of SQL queries for automation,1,1.0,Pass
871,Concept of SQL queries for data processing,1,1.0,Pass
872,Concept of Python programming for data processing,1,1.0,Pass
873,How to manage Machine learning models in business,0,0.0,Pass
874,Best practices for SQL queries for AI development,0,0.0,Pass
875,How to manage cloud services for beginners,0,0.0,Pass
876,What is Data analysis in practice,1,1.0,Pass
877,Tutorial on web development for data processing,0,0.0,Pass
878,Steps to optimize web development for reporting,0,0.0,Pass
879,Steps to optimize database management for beginners,0,0.0,Pass
880,Background on Excel functions for AI development,1,1.0,Pass
881,Concept of Data analysis for automation,1,1.0,Pass
882,How to manage SQL queries for data processing,0,0.0,Pass
883,Best practices for Data analysis for reporting,0,0.0,Pass
884,Guide to using SQL queries for reporting,0,0.0,Pass
885,Understanding Data analysis in practice,0,0.0,Pass
886,What is SQL queries for beginners,1,1.0,Pass
887,Introduction to Python programming for beginners,1,1.0,Pass
888,Introduction to Data analysis for automation,1,1.0,Pass
889,The history of cloud services in finance,1,1.0,Pass
890,Concept of cloud services in finance,1,1.0,Pass
891,What is cloud services for AI development,1,1.0,Pass
892,Concept of Excel functions for reporting,1,1.0,Pass
893,Introduction to SQL queries for automation,1,1.0,Pass
894,Best practices for Machine learning models in finance,0,0.0,Pass
895,Concept of Python programming for automation,1,1.0,Pass
896,Guide to using web development for automation,0,0.0,Pass
897,Introduction to Python programming for reporting,1,1.0,Pass
898,The history of web development for beginners,1,1.0,Pass
899,Concept of Machine learning models for data processing,1,1.0,Pass
900,Understanding database management in finance,0,0.0,Pass
901,Overview of Data analysis for automation,1,1.0,Pass
902,Mastering web development for reporting,0,0.0,Pass
903,Tutorial on web development for beginners,0,0.0,Pass
904,Tutorial on Python programming for beginners,0,0.0,Pass
905,Best practices for Machine learning models in practice,0,0.0,Pass
906,Setting up Data analysis for beginners,0,0.0,Pass
907,Understanding Python programming in finance,0,0.0,Pass
908,Best practices for Python programming in finance,0,0.0,Pass
909,How to manage Excel functions for reporting,0,0.0,Pass
910,Best practices for Excel functions in practice,0,0.0,Pass
911,Concept of Data analysis for AI development,1,1.0,Pass
912,How to manage cloud services for reporting,0,0.0,Pass
913,Introduction to web development in practice,1,1.0,Pass
914,Exploring Python programming in business,1,1.0,Pass
915,Overview of cloud services for AI development,1,1.0,Pass
916,What is Python programming for data processing,1,1.0,Pass
917,Overview of cloud services in business,1,1.0,Pass
918,Tutorial on web development for AI development,0,0.0,Pass
919,Overview of Data analysis for AI development,1,1.0,Pass
920,Mastering Python programming for data processing,0,0.0,Pass
921,Best practices for SQL queries in practice,0,0.0,Pass
922,What is cloud services in business,1,1.0,Pass
923,Best practices for database management for beginners,0,0.0,Pass
924,Understanding Excel functions in practice,0,0.0,Pass
925,Exploring cloud services for AI development,1,1.0,Pass
926,Introduction to Excel functions in finance,1,1.0,Pass
927,What is Machine learning models for AI development,1,1.0,Pass
928,Tutorial on cloud services for AI development,0,0.0,Pass
929,Concept of web development in business,1,1.0,Pass
930,Understanding Excel functions for reporting,0,0.0,Pass
931,Tutorial on Excel functions for beginners,0,0.0,Pass
932,Understanding database management for AI development,0,0.0,Pass
933,Introduction to web development for reporting,1,1.0,Pass
934,Mastering web development for automation,0,0.0,Pass
935,The evolution of SQL queries for automation,1,1.0,Pass
936,Introduction to Python programming for AI development,1,1.0,Pass
937,Setting up web development for automation,0,0.0,Pass
938,The history of database management for reporting,1,1.0,Pass
939,Steps to optimize web development for data processing,0,0.0,Pass
940,Steps to optimize SQL queries for AI development,0,0.0,Pass
941,The evolution of Excel functions for reporting,1,1.0,Pass
942,Best practices for web development for automation,0,0.0,Pass
943,Exploring Python programming for AI development,1,1.0,Pass
944,Concept of Excel functions for AI development,1,1.0,Pass
945,Concept of SQL queries for reporting,1,1.0,Pass
946,Exploring SQL queries in business,1,1.0,Pass
947,Best practices for cloud services for automation,0,0.0,Pass
948,Exploring database management in business,1,1.0,Pass
949,Introduction to SQL queries for automation,1,1.0,Pass
950,Steps to optimize Excel functions in business,0,0.0,Pass
951,Exploring Data analysis for reporting,1,1.0,Pass
952,Introduction to Python programming for data processing,1,1.0,Pass
953,Background on Excel functions for data processing,1,1.0,Pass
954,Overview of Excel functions in finance,1,1.0,Pass
955,How to manage Excel functions for AI development,0,0.0,Pass
956,Background on Data analysis for automation,1,1.0,Pass
957,Overview of Data analysis for automation,1,1.0,Pass
958,Exploring cloud services in practice,1,1.0,Pass
959,Concept of Excel functions in business,1,1.0,Pass
960,Setting up Python programming in finance,0,0.0,Pass
961,Guide to using Python programming for AI development,0,0.0,Pass
962,Introduction to database management for beginners,1,1.0,Pass
963,Exploring database management in practice,1,1.0,Pass
964,Exploring Excel functions in business,1,1.0,Pass
965,The evolution of SQL queries for reporting,1,1.0,Pass
966,Background on database management in finance,1,1.0,Pass
967,What is web development in business,1,1.0,Pass
968,The history of Excel functions for automation,1,1.0,Pass
969,Understanding cloud services for data processing,0,0.0,Pass
970,Tutorial on Python programming for beginners,0,0.0,Pass
971,What is Data analysis for data processing,1,1.0,Pass
972,The history of database management for AI development,1,1.0,Pass
973,Overview of Machine learning models in business,1,1.0,Pass
974,Concept of Machine learning models for data processing,1,1.0,Pass
975,Tutorial on Excel functions for beginners,0,0.0,Pass
976,Concept of Excel functions in business,1,1.0,Pass
977,Guide to using database management in finance,0,0.0,Pass
978,How to manage Python programming for beginners,0,0.0,Pass
979,Setting up web development for beginners,0,0.0,Pass
980,Steps to optimize web development in practice,0,0.0,Pass
981,What is database management for reporting,1,1.0,Pass
982,Introduction to Excel functions in finance,1,1.0,Pass
983,The evolution of SQL queries for beginners,1,1.0,Pass
984,Overview of Data analysis for beginners,1,1.0,Pass
985,Overview of cloud services in finance,1,1.0,Pass
986,Guide to using Python programming for beginners,0,0.0,Pass
987,Guide to using database management for reporting,0,0.0,Pass
988,How to manage database management for data processing,0,0.0,Pass
989,How to manage Python programming for AI development,0,0.0,Pass
990,Exploring database management in business,1,1.0,Pass
991,What is Excel functions in practice,1,1.0,Pass
992,Steps to optimize Python programming for automation,0,0.0,Pass
993,Best practices for Python programming in practice,0,0.0,Pass
994,Exploring Excel functions for beginners,1,1.0,Pass
995,Best practices for SQL queries for data processing,0,0.0,Pass
996,Mastering Machine learning models in business,0,0.0,Pass
997,The history of Python programming for reporting,1,1.0,Pass
998,The history of Excel functions in practice,1,1.0,Pass
999,The history of cloud services in finance,1,1.0,Pass
